question_id,competency_tag,topic,question_text,options_raw,correct_key,difficulty,target_time,hint
Q2_076,Q2-MG-3,Measurement and Geometry - Volume,"Find the volume of a rectangular pyramid with base length 10 cm, width 5 cm, and height 6 cm.","A) 100 cm³, B) 150 cm³, C) 300 cm³, D) 600 cm³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_077,Q2-MG-3,Measurement and Geometry - Volume,A pyramid has a base area of 30 cm² and a height of 10 cm. What is its volume?,"A) 100 cm³, B) 150 cm³, C) 300 cm³, D) 900 cm³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_078,Q2-MG-3,Measurement and Geometry - Volume,"Find the volume of a rectangular pyramid with length 6 m, width 4 m, and height 9 m.","A) 72 m³, B) 108 m³, C) 144 m³, D) 216 m³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_079,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with a base side of 10 cm and height of 12 cm.,"A) 120 cm³, B) 400 cm³, C) 600 cm³, D) 1200 cm³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_080,Q2-MG-3,Measurement and Geometry - Volume,The volume of a pyramid is what fraction of a prism with the same base and height?,"A) 1/2, B) 1/3, C) 1/4, D) 2/3",B,Easy (0),20s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_081,Q2-MG-3,Measurement and Geometry - Volume,"Find the volume of a rectangular pyramid with length 8 in, width 2 in, and height 6 in.","A) 32 in³, B) 48 in³, C) 96 in³, D) 192 in³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_082,Q2-MG-3,Measurement and Geometry - Volume,A pyramid has a volume of 50 m³ and a base area of 25 m². What is its height?,"A) 2 m, B) 3 m, C) 6 m, D) 12.5 m",C,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_083,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with a base side of 6 cm and height of 10 cm.,"A) 60 cm³, B) 120 cm³, C) 180 cm³, D) 360 cm³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_084,Q2-MG-3,Measurement and Geometry - Volume,"Find the volume of a rectangular pyramid with length 7 m, width 3 m, and height 10 m.","A) 70 m³, B) 105 m³, C) 140 m³, D) 210 m³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_085,Q2-MG-3,Measurement and Geometry - Volume,A pyramid has a base area of 15 cm² and a height of 4 cm. What is its volume?,"A) 20 cm³, B) 30 cm³, C) 60 cm³, D) 120 cm³",A,Easy (0),20s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_086,Q2-NA-4,Number and Algebra - Sets,A well-defined collection of distinct objects is called a:,"A) Group, B) Set, C) List, D) Sequence",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_087,Q2-NA-4,Number and Algebra - Sets,The objects contained inside a set are called its:,"A) Parts, B) Sections, C) Elements, D) Variables",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_088,Q2-NA-4,Number and Algebra - Sets,What symbol is used to denote 'is an element of'?,"A) ∪, B) ∩, C) ∈, D) ⊆",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_089,Q2-NA-4,Number and Algebra - Sets,A set that contains no elements is called a:,"A) Universal set, B) Null set, C) Infinite set, D) Subset",B,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_090,Q2-NA-4,Number and Algebra - Sets,The set containing all elements under consideration in a particular context is the:,"A) Empty set, B) Sub set, C) Universal set, D) Union set",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_091,Q2-NA-4,Number and Algebra - Sets,Which symbol represents the 'Union' of two sets?,"A) ∪, B) ∩, C) ∈, D) ⊆",A,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_092,Q2-NA-4,Number and Algebra - Sets,Which symbol represents the 'Intersection' of two sets?,"A) ∪, B) ∩, C) ∈, D) ⊆",B,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_093,Q2-NA-4,Number and Algebra - Sets,"If Set A = {1, 2} and Set B = {2, 3}, what is A ∪ B (A union B)?","A) {2}, B) {1, 3}, C) {1, 2, 3}, D) {1, 2, 2, 3}",C,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_094,Q2-NA-4,Number and Algebra - Sets,"If Set A = {1, 2} and Set B = {2, 3}, what is A ∩ B (A intersection B)?","A) {1}, B) {2}, C) {3}, D) {1, 2, 3}",B,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_095,Q2-NA-4,Number and Algebra - Sets,"If all elements of Set A are also in Set B, then A is a _____ of B.","A) Superset, B) Union, C) Intersection, D) Subset",D,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_096,Q2-NA-4,Number and Algebra - Sets,What symbol is used to denote 'is a subset of'?,"A) ∪, B) ∩, C) ∈, D) ⊆",D,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_097,Q2-NA-4,Number and Algebra - Sets,"In a Venn diagram, the large outer rectangle usually represents the:","A) Empty set, B) Universal set, C) Intersection, D) Union",B,Easy (0),20s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q2_098,Q2-NA-4,Number and Algebra - Sets,"In a Venn diagram, the overlapping region between two circles represents their:","A) Union, B) Intersection, C) Difference, D) Universal set",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_099,Q2-NA-4,Number and Algebra - Sets,"If Set A = {a, b, c} and Set B = {c, d, e}, what is A ∩ B?","A) {a, b}, B) {c}, C) {d, e}, D) {a, b, c, d, e}",B,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_100,Q2-NA-4,Number and Algebra - Sets,"If Set A = {2, 4, 6} and Set B = {1, 3, 5}, what is A ∩ B?","A) {0}, B) {1, 2, 3, 4, 5, 6}, C) Null set (Ø), D) {2, 4, 6}",C,Hard (2),90s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_101,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 289?,"A) 13, B) 15, C) 17, D) 19",C,Mod (1),45s,Remember that a square has four equal sides and 90° angles.
Q2_102,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 324?,"A) 16, B) 18, C) 22, D) 24",B,Mod (1),45s,Remember that a square has four equal sides and 90° angles.
Q2_103,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 361?,"A) 17, B) 19, C) 21, D) 29",B,Hard (2),90s,Remember that a square has four equal sides and 90° angles.
Q2_104,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 900?,"A) 30, B) 45, C) 90, D) 300",A,Easy (0),20s,Remember that a square has four equal sides and 90° angles.
Q2_105,Q2-NA-1,Number and Algebra - Square Roots,What is the cube root of 512?,"A) 6, B) 7, C) 8, D) 9",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_106,Q2-NA-1,Number and Algebra - Square Roots,What is the cube root of 729?,"A) 7, B) 8, C) 9, D) 11",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_107,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does √15 lie?,"A) 2 and 3, B) 3 and 4, C) 4 and 5, D) 7 and 8",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_108,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does √110 lie?,"A) 9 and 10, B) 10 and 11, C) 11 and 12, D) 100 and 121",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_109,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does the cube root of 100 lie?,"A) 3 and 4, B) 4 and 5, C) 5 and 6, D) 10 and 11",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_110,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does the cube root of 200 lie?,"A) 4 and 5, B) 5 and 6, C) 6 and 7, D) 14 and 15",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_111,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: √16 + √9,"A) 5, B) 7, C) 12, D) 25",B,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_112,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: √100 - √36,"A) 4, B) 8, C) 16, D) 64",A,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_113,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: (√25) × (√4),"A) 10, B) 20, C) 29, D) 100",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_114,Q2-NA-1,Number and Algebra - Square Roots,Which of the following is NOT an irrational number?,"A) √7, B) √12, C) √16, D) √21",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_115,Q2-NA-1,Number and Algebra - Square Roots,Which of the following is an irrational number?,"A) 0.333..., B) 1/2, C) √8, D) √81",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_116,Q2-NA-1,Number and Algebra - Square Roots,"If x² = 64, what are the possible values of x?","A) 8 only, B) -8 only, C) 8 and -8, D) 32",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_117,Q2-NA-1,Number and Algebra - Square Roots,The approximate value of √2 is closest to:,"A) 1.2, B) 1.4, C) 1.6, D) 2.0",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_118,Q2-NA-1,Number and Algebra - Square Roots,The approximate value of √3 is closest to:,"A) 1.3, B) 1.5, C) 1.7, D) 1.9",C,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_119,Q2-NA-1,Number and Algebra - Square Roots,Which point on a number line is closest to √40?,"A) 5, B) 6, C) 6.5, D) 7",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_120,Q2-NA-1,Number and Algebra - Square Roots,Which point on a number line is closest to the cube root of -8?,"A) -2, B) -4, C) 2, D) 4",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_121,Q2-MG-2,Measurement and Geometry - Conversions,Convert 8 kilometers to meters.,"A) 80 m, B) 800 m, C) 8,000 m, D) 80,000 m",C,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_122,Q2-MG-2,Measurement and Geometry - Conversions,"Convert 3,500 meters to kilometers.","A) 0.35 km, B) 3.5 km, C) 35 km, D) 350 km",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_123,Q2-MG-2,Measurement and Geometry - Conversions,Convert 120 centimeters to meters.,"A) 0.12 m, B) 1.2 m, C) 12 m, D) 1,200 m",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_124,Q2-MG-2,Measurement and Geometry - Conversions,Convert 0.45 meters to centimeters.,"A) 4.5 cm, B) 45 cm, C) 450 cm, D) 4,500 cm",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_125,Q2-MG-2,Measurement and Geometry - Conversions,Convert 4.2 kilograms to grams.,"A) 42 g, B) 420 g, C) 4,200 g, D) 42,000 g",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_126,Q2-MG-2,Measurement and Geometry - Conversions,Convert 850 grams to kilograms.,"A) 0.085 kg, B) 0.85 kg, C) 8.5 kg, D) 85 kg",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_127,Q2-MG-2,Measurement and Geometry - Conversions,Convert 3 liters to milliliters.,"A) 30 mL, B) 300 mL, C) 3,000 mL, D) 30,000 mL",C,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_128,Q2-MG-2,Measurement and Geometry - Conversions,"Convert 2,500 milliliters to liters.","A) 0.25 L, B) 2.5 L, C) 25 L, D) 250 L",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_129,Q2-MG-2,Measurement and Geometry - Conversions,Convert 48 inches to feet.,"A) 3 ft, B) 4 ft, C) 5 ft, D) 6 ft",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_130,Q2-MG-2,Measurement and Geometry - Conversions,Convert 5 yards to feet.,"A) 10 ft, B) 12 ft, C) 15 ft, D) 20 ft",C,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_131,Q2-MG-2,Measurement and Geometry - Conversions,Convert 10 feet to inches.,"A) 60 in, B) 100 in, C) 120 in, D) 144 in",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_132,Q2-MG-2,Measurement and Geometry - Conversions,Convert 1.5 miles to feet. (1 mile = 5280 ft),"A) 5,280 ft, B) 6,600 ft, C) 7,920 ft, D) 10,560 ft",C,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_133,Q2-MG-2,Measurement and Geometry - Conversions,Convert 3 pounds to ounces. (1 lb = 16 oz),"A) 24 oz, B) 32 oz, C) 48 oz, D) 64 oz",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_134,Q2-MG-2,Measurement and Geometry - Conversions,Convert 64 ounces to pounds.,"A) 2 lbs, B) 3 lbs, C) 4 lbs, D) 5 lbs",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_135,Q2-MG-2,Measurement and Geometry - Conversions,Convert 2 gallons to quarts. (1 gal = 4 qt),"A) 4 qt, B) 6 qt, C) 8 qt, D) 12 qt",C,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_136,Q2-MG-2,Measurement and Geometry - Conversions,Convert 12 quarts to gallons.,"A) 2 gal, B) 3 gal, C) 4 gal, D) 6 gal",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_137,Q2-MG-2,Measurement and Geometry - Conversions,Approximately convert 5 inches to centimeters. (1 in ≈ 2.54 cm),"A) 7.5 cm, B) 10 cm, C) 12.7 cm, D) 15.2 cm",C,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_138,Q2-MG-2,Measurement and Geometry - Conversions,Approximately convert 10 kilograms to pounds. (1 kg ≈ 2.2 lbs),"A) 4.5 lbs, B) 12.2 lbs, C) 22 lbs, D) 44 lbs",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_139,Q2-MG-2,Measurement and Geometry - Conversions,Convert 3 hours and 20 minutes to minutes completely.,"A) 120 mins, B) 180 mins, C) 200 mins, D) 320 mins",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_140,Q2-MG-2,Measurement and Geometry - Conversions,Convert 2.5 days to hours.,"A) 36 hrs, B) 48 hrs, C) 60 hrs, D) 72 hrs",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_141,Q2-MG-3,Measurement and Geometry - Volume,A cylinder has a radius of 3 m and height of 5 m. What is its exact volume in terms of π?,"A) 15π m³, B) 30π m³, C) 45π m³, D) 75π m³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_142,Q2-MG-3,Measurement and Geometry - Volume,A cylinder has a radius of 4 cm and height of 10 cm. Exact volume in terms of π?,"A) 40π cm³, B) 80π cm³, C) 160π cm³, D) 400π cm³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_143,Q2-MG-3,Measurement and Geometry - Volume,A cylinder has a diameter of 12 in and height of 5 in. Exact volume in terms of π?,"A) 60π in³, B) 180π in³, C) 360π in³, D) 720π in³",B,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_144,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a cylinder with radius 5 cm and height 4 cm. (Use π ≈ 3.14),"A) 62.8 cm³, B) 157 cm³, C) 314 cm³, D) 628 cm³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_145,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a cylinder with radius 10 m and height 2 m. (Use π ≈ 3.14),"A) 62.8 m³, B) 314 m³, C) 628 m³, D) 1,256 m³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_146,Q2-MG-3,Measurement and Geometry - Volume,"If a cylinder's volume is 200π cm³ and its height is 8 cm, what is the square of its radius (r²)?","A) 10, B) 15, C) 20, D) 25",D,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_147,Q2-MG-3,Measurement and Geometry - Volume,"If a cylinder's volume is 90π m³ and its radius is 3 m, what is its height?","A) 5 m, B) 10 m, C) 15 m, D) 30 m",B,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_148,Q2-MG-3,Measurement and Geometry - Volume,A water tank is shaped like a cylinder with a radius of 2 m and height of 7 m. Volume? (Use π ≈ 22/7),"A) 44 m³, B) 88 m³, C) 176 m³, D) 308 m³",B,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_149,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with a base side of 5 m and a height of 12 m.,"A) 60 m³, B) 100 m³, C) 150 m³, D) 300 m³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_150,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with a base side of 8 cm and a height of 9 cm.,"A) 72 cm³, B) 144 cm³, C) 192 cm³, D) 576 cm³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_151,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with a base side of 10 in and a height of 15 in.,"A) 150 in³, B) 500 in³, C) 750 in³, D) 1,500 in³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_152,Q2-MG-3,Measurement and Geometry - Volume,"A rectangular pyramid has a base length of 8 m, width of 5 m, and height of 6 m. Volume?","A) 80 m³, B) 120 m³, C) 160 m³, D) 240 m³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_153,Q2-MG-3,Measurement and Geometry - Volume,"A rectangular pyramid has a base length of 10 cm, width of 3 cm, and height of 9 cm. Volume?","A) 90 cm³, B) 135 cm³, C) 270 cm³, D) 810 cm³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_154,Q2-MG-3,Measurement and Geometry - Volume,"A rectangular pyramid has a base length of 12 in, width of 4 in, and height of 10 in. Volume?","A) 160 in³, B) 240 in³, C) 320 in³, D) 480 in³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_155,Q2-MG-3,Measurement and Geometry - Volume,"If a square pyramid has a volume of 400 cm³ and a height of 12 cm, what is the area of its base?","A) 33.3 cm², B) 50 cm², C) 100 cm², D) 144 cm²",C,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_156,Q2-MG-3,Measurement and Geometry - Volume,"If a rectangular pyramid has a volume of 200 m³, a base length of 10 m, and a width of 5 m, what is its height?","A) 4 m, B) 8 m, C) 12 m, D) 20 m",C,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_157,Q2-MG-3,Measurement and Geometry - Volume,"Which holds more: A cylinder (r=3, h=4) or a square pyramid (base side=6, h=10)? (Use π ≈ 3.14)","A) Cylinder, B) Square Pyramid, C) They are equal, D) Cannot be determined",B,Hard (2),90s,Remember that a square has four equal sides and 90° angles.
Q2_158,Q2-MG-3,Measurement and Geometry - Volume,"Find the volume of a rectangular pyramid with base dimensions 7 m by 6 m, and height 5 m.","A) 70 m³, B) 105 m³, C) 140 m³, D) 210 m³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_159,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a square pyramid with base area 81 cm² and height 10 cm.,"A) 270 cm³, B) 405 cm³, C) 540 cm³, D) 810 cm³",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_160,Q2-MG-3,Measurement and Geometry - Volume,A cylinder's volume is exactly 3 times the volume of a cone with the same base and height. True or False?,"A) True, B) False, C) Only if radius is 1, D) Only if height is 1",A,Easy (0),20s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_161,Q2-NA-4,Number and Algebra - Sets,"If Set A = {1, 3, 5} and Set B = {5, 7, 9}, what is A ∪ B?","A) {5}, B) {1, 3, 7, 9}, C) {1, 3, 5, 7, 9}, D) {1, 3, 5, 5, 7, 9}",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_162,Q2-NA-4,Number and Algebra - Sets,"If Set C = {a, e, i, o, u} and Set D = {a, b, c, d, e}, what is C ∩ D?","A) {a}, B) {e}, C) {a, e}, D) {i, o, u}",C,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_163,Q2-NA-4,Number and Algebra - Sets,What is the intersection of the set of even numbers and the set of odd numbers?,"A) {0}, B) Universal Set, C) Null Set (Ø), D) {1, 2}",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_164,Q2-NA-4,Number and Algebra - Sets,"If U = {1, 2, 3, 4, 5} and Set A = {1, 2}, what is the complement of A (A')?","A) {1, 2}, B) {3, 4, 5}, C) {1, 2, 3, 4, 5}, D) Null Set",B,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_165,Q2-NA-4,Number and Algebra - Sets,"Let M = {Math, Science} and E = {English, History}. What is M ∩ E?","A) {Math}, B) {Science, English}, C) Null Set (Ø), D) Universal Set",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_166,Q2-NA-4,Number and Algebra - Sets,The number of elements in a set is called its:,"A) Magnitude, B) Volume, C) Cardinality, D) Union",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_167,Q2-NA-4,Number and Algebra - Sets,"What is the cardinality of Set P = {2, 4, 6, 8, 10}?","A) 2, B) 4, C) 5, D) 10",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_168,Q2-NA-4,Number and Algebra - Sets,"In a Venn diagram, if all of circle A is inside circle B, then:","A) A is a subset of B, B) B is a subset of A, C) A equals B, D) A and B are disjoint",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_169,Q2-NA-4,Number and Algebra - Sets,Two sets that have no common elements are called:,"A) Equal sets, B) Equivalent sets, C) Universal sets, D) Disjoint sets",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_170,Q2-NA-4,Number and Algebra - Sets,"If Set X = {1, 2, 3}, how many possible subsets does it have?","A) 3, B) 6, C) 8, D) 9",C,Hard (2),90s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_171,Q2-NA-4,Number and Algebra - Sets,"If A ⊆ B and B ⊆ A, what can be concluded?","A) A = B, B) A = Null, C) B = Null, D) A and B are disjoint",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_172,Q2-NA-4,Number and Algebra - Sets,Let A = {multiples of 2} and B = {multiples of 3}. What is a number in A ∩ B?,"A) 4, B) 6, C) 9, D) 15",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_173,Q2-NA-4,Number and Algebra - Sets,"A survey of 50 students shows 30 like Apples, 25 like Bananas, and 10 like both. How many like ONLY Apples?","A) 10, B) 20, C) 30, D) 40",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_174,Q2-NA-4,Number and Algebra - Sets,"Using the previous survey (30 Apples, 25 Bananas, 10 Both), how many like ONLY Bananas?","A) 10, B) 15, C) 20, D) 25",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_175,Q2-NA-4,Number and Algebra - Sets,"Using the same survey, how many students like NEITHER Apples nor Bananas?","A) 0, B) 5, C) 10, D) 15",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_176,Q2-NA-4,Number and Algebra - Sets,"If Set K = {letters in 'BOOK'}, what is its cardinality?","A) 2, B) 3, C) 4, D) 5",B,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_177,Q2-NA-4,Number and Algebra - Sets,Which set is equivalent to the Null set?,"A) {0}, B) {Ø}, C) {}, D) {1}",C,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_178,Q2-NA-4,Number and Algebra - Sets,"Is {1, 2} a proper subset of {1, 2, 3}?","A) Yes, B) No, C) Only if {3} is removed, D) Cannot determine",A,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_179,Q2-NA-4,Number and Algebra - Sets,"If A ∪ B = A, then which is true?","A) B is a subset of A, B) A is a subset of B, C) A and B are disjoint, D) B is the universal set",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_180,Q2-NA-4,Number and Algebra - Sets,The Null set is a subset of:,"A) Only itself, B) Only finite sets, C) Every set, D) No set",C,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_181,Q2-NA-5,Number and Algebra - Real Numbers,"The set of numbers {1, 2, 3, 4, ...} is called:","A) Whole Numbers, B) Natural Numbers, C) Integers, D) Rational Numbers",B,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_182,Q2-NA-5,Number and Algebra - Real Numbers,"The set of numbers {0, 1, 2, 3, ...} is called:","A) Whole Numbers, B) Natural Numbers, C) Irrational Numbers, D) Negative Integers",A,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_183,Q2-NA-5,Number and Algebra - Real Numbers,Which of the following is an integer but NOT a whole number?,"A) 0, B) 5, C) -3, D) 1/2",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_184,Q2-NA-5,Number and Algebra - Real Numbers,A number that can be expressed as a ratio of two integers (where denominator is not zero) is a:,"A) Whole Number, B) Irrational Number, C) Rational Number, D) Prime Number",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_185,Q2-NA-5,Number and Algebra - Real Numbers,The number 0.75 belongs to which subset of real numbers?,"A) Integers, B) Whole Numbers, C) Rational Numbers, D) Irrational Numbers",C,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
